Record ID,Robot Name,Description,Manufacturer,Robot Type,Form Factor,Commercial Status,Official Website,Source,Source URL,Website Verified
robot:jmichiels/arm,arm,"Robot arm simulation using Gazebo, ROS Control and MoveIt.",jmichiels,Industrial Arm,,Research Platform,https://github.com/jmichiels/arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:kinovarobotics/ros2_kortex,ros2_kortex,ROS2 driver for the Gen3 Kinova robot arm,Kinovarobotics,Industrial Arm,,Research Platform,https://github.com/Kinovarobotics/ros2_kortex,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:hit-zhangtianpeng/visual_robotic_arm,visual_robotic_arm,,HIT-zhangtianpeng,Industrial Arm,,Research Platform,https://github.com/HIT-zhangtianpeng/visual_robotic_arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:nbfigueroa/franka_interactive_controllers,franka_interactive_controllers,"Control interface built on top of franka_ros that allows controlling the franka robot arm in several joint and Cartesian space impedance control schemes for interactive, safe and reactive (mostly DS-based) motion planning and learning. ",nbfigueroa,Industrial Arm,,Research Platform,https://github.com/nbfigueroa/franka_interactive_controllers,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:piggych/rl_arm_under_sparse_reward,RL_arm_under_sparse_reward,A reinforcement learning project for robotic arm under sparse reward,PiggyCh,Industrial Arm,,Research Platform,https://github.com/PiggyCh/RL_arm_under_sparse_reward,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ongdexter/ar3_core,ar3_core,Core software with ROS and MoveIt for the AR3 robotic arm,ongdexter,Industrial Arm,,Research Platform,https://github.com/ongdexter/ar3_core,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:meisben/easyeezybotarm,easyEEZYbotARM,A python and arduino control library for the EEZYbotARM 3d printed robot arm (Includes 3-D kinematics for Mk1 and Mk2) ,meisben,Industrial Arm,,Research Platform,https://github.com/meisben/easyEEZYbotARM,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:thomashiemstra/fred,fred,This my 3d printed robot arm project,thomashiemstra,Industrial Arm,,Research Platform,https://github.com/thomashiemstra/fred,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:t-kuhn/screwpicker,ScrewPicker,A Raspberry Pi project for a small robotic arm capable of picking up screws and other metallic things,T-Kuhn,Industrial Arm,,Research Platform,https://github.com/T-Kuhn/ScrewPicker,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:trzy/robot-arm,robot-arm,Imitation learning with iPhone based teleoperation of a low-cost robot arm.,trzy,Industrial Arm,,Research Platform,https://github.com/trzy/robot-arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:kaymen99/robot-arm-control-with-rl,Robot-arm-control-with-RL,Robot arm control using reinforcement learning algorithms : DDPG and TD3 with hindsight experience replay (HER),kaymen99,Industrial Arm,,Research Platform,https://github.com/kaymen99/Robot-arm-control-with-RL,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:kelvinlaumiau/kinova7dof-mujoco,Kinova7DoF-MuJoCo,"This project is based on a Kinova robotic arm URDF converted to an MJCF format for MuJoCo simulation. It integrates Pinocchio for dynamic computations and develops demos for kinematics, trajectory interpolation, and control. The goal is to create a MuJoCo-based, cross-platform equivalent of MoveIt! for comprehensive motion planning and control.",KelvinLauMiau,Industrial Arm,,Research Platform,https://github.com/KelvinLauMiau/Kinova7DoF-MuJoCo,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:arctos-robotics/ros,ROS,ROS files for Arctos 3D printed robotic arm ,Arctos-Robotics,Industrial Arm,,Research Platform,https://github.com/Arctos-Robotics/ROS,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ustepper/ustepper-robotarm-rev3,uStepper-RobotArm-Rev3,uStepper Robot Arm STL files and instruction Revision 3,uStepper,Industrial Arm,,Research Platform,https://github.com/uStepper/uStepper-RobotArm-Rev3,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:rahuloraj/robotic-arm---gesture-controlled,Robotic-Arm---Gesture-Controlled,"Gesture-controlled robotic arm with pick-and-place functionality, utilizing a sensor-equipped glove for intuitive control, and outlines its hardware and software setup, testing procedures, and future 4-link expansion.",rahuloraj,Industrial Arm,,Research Platform,https://github.com/rahuloraj/Robotic-Arm---Gesture-Controlled,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ariannagavioli/motion-planning-for-kuka-lbr,Motion-Planning-for-KUKA-LBR,"🤖 A motion planning MATLAB & V-rep implementation for the KUKA LBR iiwa robotic arm, performing null-space reconfiguration for obstacle avoidance.",ariannagavioli,Industrial Arm,,Research Platform,https://github.com/ariannagavioli/Motion-Planning-for-KUKA-LBR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:aalmuzairee/squint,squint," Squint: Fast Visual Reinforcement Learning for Sim-to-Real Robotics [PyTorch, SO-101 Robot Arm, ManiSkill3, Sim-to-Real] ",aalmuzairee,Industrial Arm,,Commercial Product,https://aalmuzairee.github.io/squint,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:iltlo/feetech_arm_control,feetech_arm_control,ROS 2 MoveIt 2 control for a 6-DoF STS3215 servo robotic arm.,iltlo,Industrial Arm,,Research Platform,https://github.com/iltlo/feetech_arm_control,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:sergioskar/robotic-arm,Robotic-Arm,"Kinematics, Dynamics, Trajectory planning and Control of a 4 degrees of freedom robotic arm with matlab robotic toolbox",SergiosKar,Industrial Arm,,Research Platform,https://github.com/SergiosKar/Robotic-Arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ycheng517/tabletop-handybot,tabletop-handybot,A low-cost AI powered robotic arm assistant that listens to your voice commands and can carry out a variety of tabletop tasks.,ycheng517,Industrial Arm,,Research Platform,https://github.com/ycheng517/tabletop-handybot,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:yahboomtechnology/dofbot-jetson_nano,dofbot-jetson_nano,Yahboom DOFBOT AI Vision Robotic Arm with ROS for Jetson NANO 4GB B01,YahboomTechnology,Industrial Arm,,Commercial Product,https://category.yahboom.net/products/dofbot-jetson_nano,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:wedesoft/arduino-sainsmart,arduino-sainsmart,Arduino software to control SainsSmart 6-axis palletizing robot arm,wedesoft,Industrial Arm,,Research Platform,https://github.com/wedesoft/arduino-sainsmart,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:blackcoffeerobotics/bcr_arm,bcr_arm,"bcr arm: A 7-DOF robotic arm simulation with ROS2 Control, MoveIt motion planning, and support for ROS2 Humble, ROS2 Jazzy, GZ Fortress, GZ Harmonic, and NVIDIA Isaac Sim",blackcoffeerobotics,Industrial Arm,,Commercial Product,https://blackcoffeerobotics.com/robotics-engineering-blog,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:cxy1997/robotiq-ur5,Robotiq-UR5,"Simulator of UR5 robotic arm with Robotiq gripper, built with MuJoCo",cxy1997,Industrial Arm,,Research Platform,https://github.com/cxy1997/Robotiq-UR5,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:t-kuhn/esp32-microrobotarm,ESP32-MicroRobotArm,Micro Robot Arm with ESP32 and 28BY-48 12V steppers,T-Kuhn,Industrial Arm,,Research Platform,https://github.com/T-Kuhn/ESP32-MicroRobotArm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:cpezzato/panda_simulation,panda_simulation,Package for the dynamic simulation of the Franka Emika Panda robot arm in Gazebo,cpezzato,Industrial Arm,,Research Platform,https://github.com/cpezzato/panda_simulation,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:smart-methods/arduino_robot_arm,arduino_robot_arm,ROS packages to control an Arduino robot arm by using Moveit,smart-methods,Industrial Arm,,Research Platform,https://github.com/smart-methods/arduino_robot_arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:yudhisteer/digital-twin-of-anthropomorphic-robotic-arm,Digital-Twin-of-Anthropomorphic-Robotic-Arm,"This project consists of research on a 6 degree of freedom robot. A 3D model of the robot has been made on Unity to demonstrate Forward and Inverse Kinematics. Important concepts in robotics like Singularities, Path planning and Motion Control are explained as well.",yudhisteer,Industrial Arm,,Research Platform,https://github.com/yudhisteer/Digital-Twin-of-Anthropomorphic-Robotic-Arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ustepper/robot-arm-rev-4,Robot-Arm-Rev-4,STL files and instructions for uStepper Robot Arm Rev 4,uStepper,Industrial Arm,,Research Platform,https://github.com/uStepper/Robot-Arm-Rev-4,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:mechamind-labs/franka_panda_color_sorting_robot,Franka_Panda_Color_Sorting_Robot,"A ROS2 project for Pick and Place - Color Sorting, using Franka Panda 7DOF Robotic Arm with OpenCV for vision, MoveIt2 for planning, and Gazebo for simulation.",MechaMind-Labs,Industrial Arm,,Commercial Product,https://youtu.be/0N3B8FG0T1Y?si=bsWY4a-cfo7zbCBR,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:pham-tuan-binh/leslider,leslider,A Simple Slider Add-on For SO101 Robot Arm,pham-tuan-binh,Industrial Arm,,Research Platform,https://github.com/pham-tuan-binh/leslider,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:gjcliff/frankateleop,FrankaTeleop,Using Computer Vision and Machine Learning to Move the Franka Panda Robot Arm with Teleoperation,gjcliff,Industrial Arm,,Research Platform,https://github.com/gjcliff/FrankaTeleop,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:asoutherncat/robot-arm-sim,robot-arm-sim,robot arm simulate,ASouthernCat,Industrial Arm,,Commercial Product,https://robot-arm-sim.vercel.app,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:leesweqq/ur5_grasp_object_pybullet,ur5_grasp_object_pybullet,"This project simulates a UR5 robotic arm with a Robotiq 85 gripper, performing autonomous object grasping and placement tasks in the PyBullet environment.",leesweqq,Industrial Arm,,Research Platform,https://github.com/leesweqq/ur5_grasp_object_pybullet,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:leesweqq/drl_peg-in-hole_ur5,DRL_Peg-in-Hole_UR5,"A Deep Reinforcement Learning environment for simulating a UR5 robotic arm performing a peg-in-hole insertion task using visual feedback. Built with PyBullet and Gymnasium, it supports eye-in-hand visual servoing with a camera mounted on the robot's end-effector.",leesweqq,Industrial Arm,,Research Platform,https://github.com/leesweqq/DRL_Peg-in-Hole_UR5,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ian-chuang/homestri-ur5e-rl,homestri-ur5e-rl,"A Mujoco Gymnasium Environment for manipulating flexible objects with a UR5e robot arm and Robotiq 2F-85 gripper. Experiment with joint effort, velocity, position, and operational space controllers. Teleoperate in task space and visualize in GUI. Note: Experimental, not actively maintained.",ian-chuang,Industrial Arm,,Research Platform,https://github.com/ian-chuang/homestri-ur5e-rl,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:tanyuan/braccio-ik-unity,braccio-ik-unity,Braccio robotic arm simulator with IK (inverse kinematics) and controller via Serial in Unity.,tanyuan,Industrial Arm,,Research Platform,https://github.com/tanyuan/braccio-ik-unity,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:sahilrajpurkar03/nlp-pnp-robotic-arm,nlp-pnp-robotic-arm,"SPARC is an intelligent ROS2 Humble-based pick-and-place robotic system integrating MoveIt, YOLOv8-OBB, and Isaac Sim. It enables real-time object detection, motion planning for Franka Panda and UR5 arms, and natural language control via an Ollama-powered chatbot—making robotic manipulation smart, interactive, and human-friendly.",sahilrajpurkar03,Industrial Arm,,Research Platform,https://github.com/sahilrajpurkar03/nlp-pnp-robotic-arm,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:jangtrinh/design-os-3d-blender,design-os-3d-blender,"AI-agent operating system for Blender 5.2: skills, verified bpy knowledge base, AGENT_OK/AGENT_FAIL execution contract, production gate for 3D-printable parts, robot-arm demo",jangtrinh,Industrial Arm,,Research Platform,https://github.com/jangtrinh/design-os-3d-blender,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:liyiteng/am-arm,AM-ARM,"an affordable, open-source 6+1 DoF robot arm compatible with LeRobot",liyiteng,Industrial Arm,,Research Platform,https://github.com/liyiteng/AM-ARM,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
robot:ohlr/braccio_arduino_ros_rviz,braccio_arduino_ros_rviz,Project on the integration of the Arduino robotic arm Braccio into ROS and RViz.,ohlr,Industrial Arm,,Research Platform,https://github.com/ohlr/braccio_arduino_ros_rviz,GitHub Robotics Search,https://api.github.com/search/repositories?q=%22robotic+arm%22+in%3Aname%2Cdescription+stars%3A%3E5,False
