id,entity_type,name,description,official_url,repository_url,provider,model_family,architecture,parameter_count,context_length,modalities,license,open_weights,source_name,source_url,website_status,logo_status,quality_score,updated_at
model:hf:elgeish--wav2vec2-large-xlsr-53-arabic,MODEL,wav2vec2-large-xlsr-53-arabic,,,https://huggingface.co/elgeish/wav2vec2-large-xlsr-53-arabic,elgeish,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:softcatala--wav2vec2-large-xlsr-catala,MODEL,wav2vec2-large-xlsr-catala,,,https://huggingface.co/softcatala/wav2vec2-large-xlsr-catala,softcatala,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:qwen--qwen3-asr-0.6b,MODEL,Qwen3-ASR-0.6B,,,https://huggingface.co/Qwen/Qwen3-ASR-0.6B,Qwen,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nvidia--parakeet-tdt-0.6b-v3,MODEL,parakeet-tdt-0.6b-v3,,,https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:gvs--wav2vec2-large-xlsr-malayalam,MODEL,wav2vec2-large-xlsr-malayalam,,,https://huggingface.co/gvs/wav2vec2-large-xlsr-malayalam,gvs,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--parakeet-tdt-0.6b-v3-gguf,MODEL,parakeet-tdt-0.6b-v3-gguf,,,https://huggingface.co/handy-computer/parakeet-tdt-0.6b-v3-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:abelzimba--whisper-bemba-stt,MODEL,whisper-bemba-stt,,,https://huggingface.co/AbelZimba/whisper-bemba-stt,AbelZimba,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:systran--faster-whisper-base.en,MODEL,faster-whisper-base.en,,,https://huggingface.co/Systran/faster-whisper-base.en,Systran,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--whisper-medium-gguf,MODEL,whisper-medium-gguf,,,https://huggingface.co/handy-computer/whisper-medium-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:distil-whisper--distil-large-v3,MODEL,distil-large-v3,,,https://huggingface.co/distil-whisper/distil-large-v3,distil-whisper,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:infinitejoy--wav2vec2-large-xls-r-300m-welsh,MODEL,wav2vec2-large-xls-r-300m-welsh,,,https://huggingface.co/infinitejoy/wav2vec2-large-xls-r-300m-welsh,infinitejoy,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:mpoyraz--wav2vec2-xls-r-300m-cv7-turkish,MODEL,wav2vec2-xls-r-300m-cv7-turkish,,,https://huggingface.co/mpoyraz/wav2vec2-xls-r-300m-cv7-turkish,mpoyraz,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:m3hrdadfi--wav2vec2-large-xlsr-lithuanian,MODEL,wav2vec2-large-xlsr-lithuanian,,,https://huggingface.co/m3hrdadfi/wav2vec2-large-xlsr-lithuanian,m3hrdadfi,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:qwen--qwen3-forcedaligner-0.6b,MODEL,Qwen3-ForcedAligner-0.6B,,,https://huggingface.co/Qwen/Qwen3-ForcedAligner-0.6B,Qwen,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:anton-l--wav2vec2-large-xlsr-53-estonian,MODEL,wav2vec2-large-xlsr-53-estonian,,,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-estonian,anton-l,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:comodoro--wav2vec2-xls-r-300m-sk-cv8,MODEL,wav2vec2-xls-r-300m-sk-cv8,,,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-sk-cv8,comodoro,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--voxtral-mini-4b-realtime-2602-gguf,MODEL,Voxtral-Mini-4B-Realtime-2602-gguf,,,https://huggingface.co/handy-computer/Voxtral-Mini-4B-Realtime-2602-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:spideydlk--wav2vec2-large-xls-r-300m-sinhala-low-lr-part1,MODEL,wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,,,https://huggingface.co/SpideyDLK/wav2vec2-large-xls-r-300m-sinhala-low-LR-part1,SpideyDLK,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:primeline--whisper-large-v3-turbo-german,MODEL,whisper-large-v3-turbo-german,,,https://huggingface.co/primeline/whisper-large-v3-turbo-german,primeline,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nijatzeynalov--wav2vec2-large-mms-1b-azerbaijani-common_voice15.0,MODEL,wav2vec2-large-mms-1b-azerbaijani-common_voice15.0,,,https://huggingface.co/nijatzeynalov/wav2vec2-large-mms-1b-azerbaijani-common_voice15.0,nijatzeynalov,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:ai4bharat--indic-conformer-600m-multilingual,MODEL,indic-conformer-600m-multilingual,,,https://huggingface.co/ai4bharat/indic-conformer-600m-multilingual,ai4bharat,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:facebook--wav2vec2-xlsr-53-espeak-cv-ft,MODEL,wav2vec2-xlsr-53-espeak-cv-ft,,,https://huggingface.co/facebook/wav2vec2-xlsr-53-espeak-cv-ft,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:gagan3012--wav2vec2-xlsr-khmer,MODEL,wav2vec2-xlsr-khmer,,,https://huggingface.co/gagan3012/wav2vec2-xlsr-khmer,gagan3012,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:nvidia--nemotron-speech-streaming-en-0.6b,MODEL,nemotron-speech-streaming-en-0.6b,,,https://huggingface.co/nvidia/nemotron-speech-streaming-en-0.6b,nvidia,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:pyannote--speaker-diarization,MODEL,speaker-diarization,,,https://huggingface.co/pyannote/speaker-diarization,pyannote,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:harveenchadha--vakyansh-wav2vec2-sanskrit-sam-60,MODEL,vakyansh-wav2vec2-sanskrit-sam-60,,,https://huggingface.co/Harveenchadha/vakyansh-wav2vec2-sanskrit-sam-60,Harveenchadha,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:drishtisharma--wav2vec2-large-xls-r-300m-bg-d2,MODEL,wav2vec2-large-xls-r-300m-bg-d2,,,https://huggingface.co/DrishtiSharma/wav2vec2-large-xls-r-300m-bg-d2,DrishtiSharma,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:anton-l--wav2vec2-large-xlsr-53-slovenian,MODEL,wav2vec2-large-xlsr-53-slovenian,,,https://huggingface.co/anton-l/wav2vec2-large-xlsr-53-slovenian,anton-l,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:sumedh--wav2vec2-large-xlsr-marathi,MODEL,wav2vec2-large-xlsr-marathi,,,https://huggingface.co/sumedh/wav2vec2-large-xlsr-marathi,sumedh,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:ihanif--wav2vec2-xls-r-300m-pashto,MODEL,wav2vec2-xls-r-300m-pashto,,,https://huggingface.co/ihanif/wav2vec2-xls-r-300m-pashto,ihanif,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:xsway--wav2vec2-large-xlsr-georgian,MODEL,wav2vec2-large-xlsr-georgian,,,https://huggingface.co/xsway/wav2vec2-large-xlsr-georgian,xsway,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:ai-sage--gigaam-v3,MODEL,GigaAM-v3,,,https://huggingface.co/ai-sage/GigaAM-v3,ai-sage,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:amoghsgopadi--wav2vec2-large-xlsr-kn,MODEL,wav2vec2-large-xlsr-kn,,,https://huggingface.co/amoghsgopadi/wav2vec2-large-xlsr-kn,amoghsgopadi,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:handy-computer--whisper-large-v3-turbo-gguf,MODEL,whisper-large-v3-turbo-gguf,,,https://huggingface.co/handy-computer/whisper-large-v3-turbo-gguf,handy-computer,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:kingabzpro--wav2vec2-large-xlsr-53-punjabi,MODEL,wav2vec2-large-xlsr-53-punjabi,,,https://huggingface.co/kingabzpro/wav2vec2-large-xlsr-53-punjabi,kingabzpro,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:aismlv--wav2vec2-large-xlsr-kazakh,MODEL,wav2vec2-large-xlsr-kazakh,,,https://huggingface.co/aismlv/wav2vec2-large-xlsr-kazakh,aismlv,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:infinitejoy--wav2vec2-large-xls-r-300m-armenian,MODEL,wav2vec2-large-xls-r-300m-armenian,,,https://huggingface.co/infinitejoy/wav2vec2-large-xls-r-300m-armenian,infinitejoy,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=automatic-speech-recognition&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:zai-org--glm-ocr,MODEL,GLM-OCR,,,https://huggingface.co/zai-org/GLM-OCR,zai-org,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:salesforce--blip-image-captioning-base,MODEL,blip-image-captioning-base,,,https://huggingface.co/Salesforce/blip-image-captioning-base,Salesforce,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:kha-white--manga-ocr-base,MODEL,manga-ocr-base,,,https://huggingface.co/kha-white/manga-ocr-base,kha-white,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--pp-ocrv5_server_det,MODEL,PP-OCRv5_server_det,,,https://huggingface.co/PaddlePaddle/PP-OCRv5_server_det,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:dots-studio--dots.ocr,MODEL,dots.ocr,,,https://huggingface.co/dots-studio/dots.ocr,dots-studio,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:salesforce--blip2-opt-2.7b,MODEL,blip2-opt-2.7b,,,https://huggingface.co/Salesforce/blip2-opt-2.7b,Salesforce,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:dots-studio--dots.mocr,MODEL,dots.mocr,,,https://huggingface.co/dots-studio/dots.mocr,dots-studio,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:salesforce--blip-image-captioning-large,MODEL,blip-image-captioning-large,,,https://huggingface.co/Salesforce/blip-image-captioning-large,Salesforce,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--uvdoc,MODEL,UVDoc,,,https://huggingface.co/PaddlePaddle/UVDoc,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--en_pp-ocrv5_mobile_rec,MODEL,en_PP-OCRv5_mobile_rec,,,https://huggingface.co/PaddlePaddle/en_PP-OCRv5_mobile_rec,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:numind--numarkdown-8b-thinking,MODEL,NuMarkdown-8B-Thinking,,,https://huggingface.co/numind/NuMarkdown-8B-Thinking,numind,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--pp-lcnet_x1_0_doc_ori,MODEL,PP-LCNet_x1_0_doc_ori,,,https://huggingface.co/PaddlePaddle/PP-LCNet_x1_0_doc_ori,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:microsoft--trocr-small-handwritten,MODEL,trocr-small-handwritten,,,https://huggingface.co/microsoft/trocr-small-handwritten,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:microsoft--trocr-base-printed,MODEL,trocr-base-printed,,,https://huggingface.co/microsoft/trocr-base-printed,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:ibm-granite--granite-vision-3.3-2b,MODEL,granite-vision-3.3-2b,,,https://huggingface.co/ibm-granite/granite-vision-3.3-2b,ibm-granite,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--pp-ocrv5_server_rec,MODEL,PP-OCRv5_server_rec,,,https://huggingface.co/PaddlePaddle/PP-OCRv5_server_rec,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--pp-ocrv6_medium_rec_onnx,MODEL,PP-OCRv6_medium_rec_onnx,,,https://huggingface.co/PaddlePaddle/PP-OCRv6_medium_rec_onnx,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:microsoft--trocr-base-handwritten,MODEL,trocr-base-handwritten,,,https://huggingface.co/microsoft/trocr-base-handwritten,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:paddlepaddle--pp-lcnet_x1_0_textline_ori,MODEL,PP-LCNet_x1_0_textline_ori,,,https://huggingface.co/PaddlePaddle/PP-LCNet_x1_0_textline_ori,PaddlePaddle,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:microsoft--kosmos-2-patch14-224,MODEL,kosmos-2-patch14-224,,,https://huggingface.co/microsoft/kosmos-2-patch14-224,microsoft,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:facebook--nougat-base,MODEL,nougat-base,,,https://huggingface.co/facebook/nougat-base,facebook,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
model:hf:salesforce--blip2-flan-t5-xl,MODEL,blip2-flan-t5-xl,,,https://huggingface.co/Salesforce/blip2-flan-t5-xl,Salesforce,,,,,,,True,HuggingFace Models API,https://huggingface.co/api/models?filter=image-to-text&sort=downloads&direction=-1&limit=100,PROVIDER_PAGE_ONLY,UNVERIFIED,0.6,2026-09-17T12:10:28.437914+00:00
